,hours_studied,attendance,parental_involvement,access_to_resources,sleep_hours,previous_scores,motivation_level,tutoring_sessions,family_income,teacher_quality,physical_activity,parental_education_level,distance_from_home,exam_score,exam_score_indicator,hours_studied_indicator,tutoring_sessions_indicator,extracurricular_activities_No,extracurricular_activities_Yes,gender_Female,gender_Male,internet_access_No,internet_access_Yes,learning_disabilities_No,learning_disabilities_Yes,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive,school_type_Private,school_type_Public,cluster
20,0.6511627906976744,0.4500000000000002,1,1,0.16666666666666663,0.98,2,0.0,2,1,0.16666666666666666,0,1,0.3111111111111111,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,6
21,0.4186046511627907,0.9750000000000001,1,2,0.33333333333333337,0.6799999999999999,1,0.125,1,2,0.5,0,0,0.37777777777777777,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
22,0.4418604651162791,0.3500000000000001,1,2,0.6666666666666666,0.78,0,0.125,1,1,0.3333333333333333,1,1,0.24444444444444446,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,4
23,0.23255813953488375,0.4500000000000002,2,1,0.6666666666666666,1.0,2,0.125,0,1,0.5,0,1,0.24444444444444446,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,3
24,0.37209302325581395,0.125,0,2,0.16666666666666663,0.5,1,0.25,0,1,0.5,0,0,0.1777777777777778,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,3
25,0.46511627906976744,0.050000000000000044,2,0,0.33333333333333337,0.08000000000000007,2,0.0,2,2,0.5,2,2,0.19999999999999996,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,8
26,0.27906976744186046,0.7749999999999999,0,1,0.33333333333333337,0.8,1,0.125,2,1,0.3333333333333333,0,1,0.2222222222222221,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,6
27,0.48837209302325585,0.5750000000000002,2,2,0.33333333333333337,0.8800000000000001,1,0.0,2,1,0.3333333333333333,1,1,0.3555555555555556,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2
28,0.3488372093023256,0.75,1,1,0.0,0.15999999999999992,1,0.125,0,1,0.5,0,1,0.24444444444444446,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,3
29,0.3953488372093023,0.15000000000000013,2,2,0.0,0.020000000000000018,0,0.25,0,1,0.3333333333333333,1,0,0.19999999999999996,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,5
30,0.3488372093023256,0.5750000000000002,0,1,0.33333333333333337,0.14000000000000012,1,0.0,2,0,0.6666666666666666,0,0,0.1777777777777778,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,6
31,0.6976744186046511,0.25,1,2,0.4999999999999999,0.32000000000000006,1,0.125,2,1,0.5,1,0,0.3111111111111111,0,2,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2
32,0.4418604651162791,0.2250000000000001,1,1,0.6666666666666666,0.9199999999999999,1,0.25,1,2,0.5,0,0,0.2666666666666666,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
34,0.5581395348837209,0.125,2,1,0.16666666666666663,0.8,1,0.25,1,1,0.5,1,1,0.28888888888888875,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,4
35,0.27906976744186046,0.30000000000000004,0,1,0.33333333333333337,0.8600000000000001,0,0.125,0,1,0.5,0,0,0.1333333333333333,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,3
36,0.46511627906976744,0.125,1,0,0.4999999999999999,0.8200000000000001,0,0.25,1,2,0.5,0,2,0.19999999999999996,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
37,0.16279069767441862,0.9750000000000001,1,1,0.8333333333333334,0.08000000000000007,0,0.25,0,1,0.8333333333333333,2,0,0.2666666666666666,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
38,0.2558139534883721,0.30000000000000004,0,1,0.6666666666666666,0.6799999999999999,1,0.125,0,1,0.8333333333333333,0,0,0.1777777777777778,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,3
39,0.46511627906976744,0.125,0,1,0.33333333333333337,0.96,0,0.125,1,2,0.6666666666666666,0,0,0.19999999999999996,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1
40,0.5348837209302325,0.20000000000000018,2,1,0.6666666666666666,0.1200000000000001,0,0.375,2,2,0.16666666666666666,1,0,0.2666666666666666,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2
41,0.46511627906976744,0.6000000000000001,1,1,0.33333333333333337,0.040000000000000036,0,0.125,1,2,0.3333333333333333,1,2,0.2222222222222221,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,4
42,0.4186046511627907,0.07500000000000018,0,2,0.4999999999999999,0.8800000000000001,1,0.125,1,1,0.5,0,1,0.19999999999999996,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
43,0.3953488372093023,0.8500000000000001,1,2,0.4999999999999999,0.6400000000000001,1,0.375,1,1,0.3333333333333333,1,0,0.33333333333333326,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,4
44,0.23255813953488375,0.9500000000000002,1,1,0.8333333333333334,0.6400000000000001,0,0.125,1,1,0.5,2,2,0.28888888888888875,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,7
45,0.3488372093023256,0.25,1,1,0.6666666666666666,0.96,1,0.25,1,1,0.5,0,1,0.2222222222222221,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
46,0.37209302325581395,0.4500000000000002,1,1,0.33333333333333337,0.76,1,0.125,1,2,0.5,1,0,0.28888888888888875,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,4
47,0.5813953488372092,0.025000000000000133,1,0,0.33333333333333337,0.40000000000000013,1,0.25,0,1,0.5,0,1,0.19999999999999996,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,3
48,0.48837209302325585,0.6499999999999999,0,1,0.4999999999999999,0.43999999999999995,0,0.375,0,2,0.3333333333333333,0,1,0.28888888888888875,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,3
49,0.18604651162790697,0.42500000000000004,1,1,0.16666666666666663,0.14000000000000012,1,0.25,1,2,0.5,0,0,0.1777777777777778,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
50,0.48837209302325585,0.27500000000000013,0,1,0.4999999999999999,0.30000000000000004,0,0.125,1,0,0.6666666666666666,1,1,0.19999999999999996,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,4
51,0.3953488372093023,0.20000000000000018,2,1,0.4999999999999999,0.43999999999999995,1,0.0,1,1,0.5,1,0,0.19999999999999996,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,4
52,0.3488372093023256,0.6499999999999999,0,1,0.6666666666666666,0.26,1,0.25,1,1,0.6666666666666666,0,0,0.2666666666666666,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
53,0.5348837209302325,0.42500000000000004,2,0,0.6666666666666666,0.9199999999999999,1,0.0,1,1,0.5,0,0,0.2666666666666666,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1
54,0.5813953488372092,0.17500000000000004,1,2,0.4999999999999999,0.020000000000000018,0,0.25,2,2,0.6666666666666666,2,2,0.24444444444444446,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,8
55,0.5813953488372092,0.7000000000000002,1,2,0.16666666666666663,0.5800000000000001,1,0.125,0,2,0.6666666666666666,1,1,0.37777777777777777,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,5
56,0.32558139534883723,0.5750000000000002,1,2,0.16666666666666663,0.78,0,0.125,1,2,0.3333333333333333,0,0,0.2222222222222221,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
57,0.3953488372093023,0.8500000000000001,1,1,0.33333333333333337,0.74,2,0.125,1,1,0.6666666666666666,0,0,0.3555555555555556,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
58,0.48837209302325585,0.125,2,0,0.6666666666666666,0.6400000000000001,1,0.25,1,2,0.16666666666666666,2,0,0.24444444444444446,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,7
59,0.5813953488372092,0.7749999999999999,1,0,0.6666666666666666,0.41999999999999993,1,0.0,0,1,0.5,0,1,0.28888888888888875,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,3
60,0.37209302325581395,0.6750000000000003,1,1,0.4999999999999999,0.9199999999999999,1,0.125,2,1,0.8333333333333333,2,0,0.33333333333333326,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,8
61,0.4186046511627907,0.125,1,1,0.9999999999999999,0.32000000000000006,0,0.0,0,1,0.5,0,1,0.15555555555555545,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,3
62,0.27906976744186046,0.7000000000000002,0,2,0.8333333333333334,0.76,2,0.25,0,2,0.6666666666666666,2,2,0.28888888888888875,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
63,0.27906976744186046,0.4500000000000002,1,2,0.8333333333333334,0.9199999999999999,2,0.25,0,1,0.5,1,1,0.2666666666666666,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,5
64,0.5581395348837209,0.9500000000000002,0,2,0.6666666666666666,0.1200000000000001,1,0.0,1,2,0.5,2,0,0.3555555555555556,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,7
65,0.627906976744186,0.15000000000000013,1,2,0.6666666666666666,0.94,1,0.0,1,1,0.3333333333333333,0,0,0.28888888888888875,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1
66,0.4418604651162791,0.6499999999999999,1,1,0.6666666666666666,0.78,1,0.125,0,1,0.5,2,0,0.3111111111111111,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
67,0.5813953488372092,0.375,0,2,0.0,0.6200000000000001,2,0.375,1,2,0.3333333333333333,0,1,0.33333333333333326,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1
68,0.48837209302325585,0.9500000000000002,1,2,0.16666666666666663,0.3800000000000001,0,0.125,0,2,0.6666666666666666,0,1,0.3111111111111111,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,3
69,0.3488372093023256,0.3250000000000002,1,1,0.4999999999999999,0.9000000000000001,1,0.125,0,1,0.6666666666666666,1,0,0.2222222222222221,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,5
70,0.48837209302325585,0.9500000000000002,1,0,0.4999999999999999,0.040000000000000036,1,0.375,1,1,0.5,1,0,0.33333333333333326,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,4
71,0.6511627906976744,0.9000000000000004,1,0,0.4999999999999999,0.43999999999999995,1,0.125,0,1,0.5,0,1,0.3555555555555556,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,3
72,0.4418604651162791,0.27500000000000013,1,1,0.4999999999999999,0.76,1,0.125,0,0,0.6666666666666666,1,0,0.2222222222222221,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,5
73,0.6511627906976744,0.8000000000000003,0,1,0.0,0.8200000000000001,1,0.25,1,1,0.16666666666666666,2,0,0.37777777777777777,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,7
74,0.06976744186046512,1.0,2,2,0.6666666666666666,0.19999999999999996,2,0.0,1,2,0.6666666666666666,1,1,0.3111111111111111,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,4
75,0.5581395348837209,0.25,1,1,0.4999999999999999,0.040000000000000036,1,0.125,1,1,0.5,2,0,0.24444444444444446,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,7
76,0.46511627906976744,0.42500000000000004,0,1,0.4999999999999999,0.8,1,0.5,1,1,0.5,2,1,0.28888888888888875,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,7
77,0.3953488372093023,0.5249999999999999,2,0,0.6666666666666666,0.41999999999999993,1,0.0,1,1,0.5,0,1,0.2222222222222221,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
78,0.46511627906976744,0.30000000000000004,1,1,0.16666666666666663,0.14000000000000012,1,0.125,2,1,0.8333333333333333,1,1,0.19999999999999996,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2
79,0.16279069767441862,0.025000000000000133,1,1,0.4999999999999999,0.08000000000000007,1,0.125,2,1,0.5,1,0,0.11111111111111116,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,2
80,0.4186046511627907,0.2250000000000001,1,2,0.4999999999999999,0.6400000000000001,2,0.125,0,1,0.3333333333333333,0,0,0.2222222222222221,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,3
81,0.48837209302325585,0.27500000000000013,2,1,0.33333333333333337,0.5800000000000001,2,0.125,0,0,0.5,0,0,0.24444444444444446,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,3
82,0.6511627906976744,0.4500000000000002,2,2,0.0,0.8600000000000001,0,0.625,1,2,0.5,1,0,0.4222222222222223,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,4
83,0.37209302325581395,0.17500000000000004,1,1,0.16666666666666663,0.040000000000000036,2,0.25,1,1,0.5,0,2,0.15555555555555545,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
84,0.32558139534883723,0.875,1,1,0.4999999999999999,0.8600000000000001,1,0.25,0,1,0.6666666666666666,1,1,0.33333333333333326,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,5
85,0.37209302325581395,0.7000000000000002,1,2,0.4999999999999999,0.8800000000000001,0,0.0,1,1,0.5,0,0,0.3111111111111111,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1
86,0.5581395348837209,0.07500000000000018,1,2,0.4999999999999999,0.43999999999999995,1,0.375,1,2,0.6666666666666666,1,2,0.2666666666666666,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,4
87,0.48837209302325585,0.6499999999999999,0,0,0.33333333333333337,0.08000000000000007,1,0.25,1,1,0.0,0,1,0.19999999999999996,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
88,0.37209302325581395,0.6499999999999999,1,2,0.16666666666666663,0.94,2,0.375,2,1,0.5,1,0,0.3555555555555556,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2
89,0.5116279069767441,0.9500000000000002,1,0,0.4999999999999999,0.08000000000000007,0,0.0,1,1,0.5,1,0,0.28888888888888875,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,4
90,0.46511627906976744,0.0,2,1,0.4999999999999999,0.6000000000000001,1,0.0,1,2,0.6666666666666666,1,0,0.19999999999999996,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,4
91,0.5813953488372092,0.25,1,0,0.6666666666666666,0.5,1,0.125,1,0,0.6666666666666666,0,2,0.1777777777777778,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
92,0.3488372093023256,0.9250000000000003,1,1,0.33333333333333337,0.8400000000000001,0,0.0,2,1,0.6666666666666666,1,0,0.3555555555555556,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,2
93,0.3953488372093023,0.9250000000000003,2,1,0.0,0.5,0,0.0,0,1,0.5,0,1,0.3111111111111111,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,3
94,0.3953488372093023,0.7250000000000001,2,1,0.0,0.45999999999999996,1,0.375,2,1,0.3333333333333333,1,0,1.0,3,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,2
95,0.23255813953488375,0.7749999999999999,1,1,0.33333333333333337,0.8800000000000001,1,0.375,1,1,0.5,1,1,0.28888888888888875,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,4
96,0.48837209302325585,0.10000000000000009,0,1,0.4999999999999999,0.96,0,0.125,1,1,0.5,0,0,0.15555555555555545,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1
97,0.48837209302325585,0.5249999999999999,1,1,0.4999999999999999,0.54,0,0.25,1,1,0.5,2,2,0.28888888888888875,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,7
98,0.4418604651162791,0.2250000000000001,2,2,0.33333333333333337,0.45999999999999996,1,0.25,0,1,0.5,0,2,0.24444444444444446,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,3
99,0.4186046511627907,0.17500000000000004,0,1,0.16666666666666663,0.8400000000000001,2,0.0,1,1,0.5,1,0,0.19999999999999996,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,4
100,0.2558139534883721,0.8000000000000003,1,1,0.0,0.8400000000000001,2,0.25,1,2,0.5,0,1,0.2666666666666666,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
101,0.37209302325581395,0.125,1,2,0.6666666666666666,0.32000000000000006,1,0.125,2,2,0.6666666666666666,2,1,0.2222222222222221,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,8
102,0.3953488372093023,0.4750000000000001,1,1,0.4999999999999999,0.5800000000000001,1,0.0,0,2,0.5,1,2,0.2222222222222221,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,5
103,0.32558139534883723,0.9500000000000002,2,1,0.33333333333333337,0.15999999999999992,2,0.0,0,2,0.5,1,0,0.3111111111111111,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,5
104,0.4186046511627907,0.17500000000000004,1,1,0.16666666666666663,0.6400000000000001,2,0.125,0,0,0.5,0,0,0.1777777777777778,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,3
105,0.48837209302325585,0.9750000000000001,1,0,0.33333333333333337,0.8400000000000001,0,0.375,1,1,0.6666666666666666,2,1,0.37777777777777777,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,7
106,0.6976744186046511,1.0,1,1,0.4999999999999999,0.17999999999999994,1,0.25,2,2,0.8333333333333333,2,1,0.46666666666666656,1,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,8
107,0.46511627906976744,0.5500000000000003,1,2,0.4999999999999999,0.32000000000000006,2,0.375,0,1,0.5,1,0,0.3111111111111111,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,5
108,0.48837209302325585,0.17500000000000004,1,1,0.4999999999999999,0.43999999999999995,2,0.375,0,2,0.3333333333333333,2,1,0.2666666666666666,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
109,0.4418604651162791,0.3250000000000002,2,1,0.8333333333333334,0.8400000000000001,1,0.25,1,2,0.5,1,0,0.3111111111111111,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,4
110,0.16279069767441862,0.42500000000000004,2,1,0.33333333333333337,0.74,1,0.0,0,1,0.3333333333333333,0,1,0.1777777777777778,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,3
111,0.4418604651162791,0.30000000000000004,1,1,0.8333333333333334,0.32000000000000006,1,0.375,0,2,0.5,2,0,0.2666666666666666,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0
112,0.4418604651162791,0.27500000000000013,0,2,0.4999999999999999,0.24,2,0.25,1,1,0.8333333333333333,1,0,0.24444444444444446,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,4
113,0.7906976744186046,0.9750000000000001,2,2,0.4999999999999999,0.7,0,0.25,1,2,0.3333333333333333,2,0,0.5333333333333332,1,2,0,0,1,1,0,0,1,1,0,0,1,0,1,0,7
114,0.4186046511627907,0.15000000000000013,1,1,0.6666666666666666,0.48,1,0.125,2,1,0.5,0,0,0.19999999999999996,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,6
115,0.48837209302325585,0.7250000000000001,2,2,0.33333333333333337,0.6000000000000001,1,0.125,2,2,0.5,0,0,0.3999999999999999,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,6
116,0.4418604651162791,0.0,0,2,0.4999999999999999,0.6400000000000001,2,0.25,0,2,0.6666666666666666,0,0,0.1777777777777778,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,3
117,0.27906976744186046,0.6000000000000001,1,1,0.16666666666666663,0.56,1,0.125,0,2,0.3333333333333333,0,0,0.2222222222222221,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,3
118,0.6046511627906976,0.9250000000000003,0,2,0.6666666666666666,0.6200000000000001,1,0.0,2,1,0.8333333333333333,0,0,0.3999999999999999,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,6
119,0.5581395348837209,0.30000000000000004,2,2,0.6666666666666666,0.8800000000000001,0,0.25,0,1,0.6666666666666666,1,1,0.33333333333333326,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,5
120,0.5581395348837209,0.17500000000000004,2,1,0.8333333333333334,0.8600000000000001,2,0.25,0,2,0.5,0,0,0.28888888888888875,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,3
121,0.32558139534883723,0.6499999999999999,1,1,0.4999999999999999,0.14000000000000012,1,0.125,1,1,0.5,1,0,0.2222222222222221,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,4
122,0.627906976744186,0.7250000000000001,0,2,0.8333333333333334,0.5800000000000001,2,0.0,0,1,0.16666666666666666,1,1,0.3555555555555556,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,5
123,0.2558139534883721,0.7000000000000002,0,1,0.33333333333333337,0.43999999999999995,0,0.25,1,1,0.3333333333333333,1,2,0.19999999999999996,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,4
124,0.5348837209302325,0.3250000000000002,1,2,0.6666666666666666,0.28,1,0.5,2,1,0.5,1,1,0.28888888888888875,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
125,0.7441860465116279,0.25,1,1,0.33333333333333337,0.6400000000000001,0,0.125,0,2,0.6666666666666666,1,0,0.3111111111111111,0,2,0,0,1,0,1,0,1,1,0,0,1,0,0,1,5
126,0.3023255813953489,0.9500000000000002,1,1,0.4999999999999999,0.52,1,0.0,1,2,0.6666666666666666,1,1,0.3111111111111111,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,4
128,0.46511627906976744,0.4500000000000002,1,1,0.9999999999999999,0.10000000000000009,1,0.125,2,0,0.3333333333333333,1,0,0.2666666666666666,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,2
129,0.37209302325581395,0.8500000000000001,0,1,0.6666666666666666,0.30000000000000004,0,0.5,1,1,1.0,0,2,0.28888888888888875,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1
130,0.23255813953488375,0.4500000000000002,1,2,0.6666666666666666,0.020000000000000018,1,0.25,0,1,0.5,2,0,0.19999999999999996,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
131,0.4418604651162791,0.42500000000000004,1,1,0.33333333333333337,0.74,0,0.0,0,2,0.6666666666666666,0,0,0.24444444444444446,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,3
132,0.3023255813953489,0.15000000000000013,2,0,0.4999999999999999,0.9199999999999999,1,0.375,0,2,0.5,0,0,0.1777777777777778,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,3
